batch: 0, network_service[batch 0]: [6 6 3 4 5 8 1 7 3 1 3 4 6 1 7 7], placement[batch 0]: [0. 0. 0. 0. 0. 0. 2. 2. 2. 1. 1. 1. 3. 3. 3. 3.], reward: 4360.9375, lagrangian: 9650.0, baseline: -2847.66650390625, advantage: 12497.66650390625, penalty: 5289.0625, minibatch_loss: -964.070556640625
batch: 100, network_service[batch 0]: [6 4 1 1 4 3 3 5 1 7 5 7 3 3 1 5], placement[batch 0]: [0. 0. 0. 0. 2. 2. 2. 1. 1. 1. 1. 1. 3. 3. 3. 3.], reward: 4382.03125, lagrangian: 8475.78125, baseline: 2414.9609375, advantage: 6060.8203125, penalty: 4093.75, minibatch_loss: -433.9657287597656
batch: 200, network_service[batch 0]: [2 1 3 2 6 5 4 5 4 6 5 4 1 5 4 1], placement[batch 0]: [0. 0. 0. 2. 2. 2. 2. 1. 1. 1. 1. 1. 1. 3. 4. 3.], reward: 4369.53125, lagrangian: 7877.34375, baseline: 3431.349853515625, advantage: 4445.993896484375, penalty: 3507.8125, minibatch_loss: -459.29681396484375
batch: 300, network_service[batch 0]: [6 1 5 7 2 8 6 1 7 7 6 4 7 4 5 8], placement[batch 0]: [0. 0. 0. 0. 2. 2. 2. 1. 1. 1. 1. 1. 3. 3. 3. 3.], reward: 4447.65625, lagrangian: 8846.09375, baseline: 3794.42138671875, advantage: 5051.67236328125, penalty: 4398.4375, minibatch_loss: -424.0144348144531
batch: 400, network_service[batch 0]: [1 8 8 4 5 6 1 5 6 4 7 4 4 6 1 1], placement[batch 0]: [0. 0. 0. 0. 0. 2. 2. 2. 2. 1. 1. 1. 1. 1. 3. 3.], reward: 4391.40625, lagrangian: 8344.53125, baseline: 3979.437255859375, advantage: 4365.093994140625, penalty: 3953.125, minibatch_loss: -407.55072021484375
batch: 500, network_service[batch 0]: [1 4 1 8 2 2 2 3 8 4 2 4 6 8 4 5], placement[batch 0]: [0. 0. 0. 0. 2. 2. 2. 1. 1. 1. 1. 3. 3. 3. 3. 3.], reward: 4434.375, lagrangian: 8285.9375, baseline: 4373.06005859375, advantage: 3912.87744140625, penalty: 3851.5625, minibatch_loss: -305.757568359375
batch: 600, network_service[batch 0]: [8 4 4 2 5 3 8 8 1 4 7 3 1 8 3 2], placement[batch 0]: [0. 0. 0. 0. 0. 2. 2. 2. 2. 1. 1. 1. 1. 3. 3. 3.], reward: 4409.375, lagrangian: 8190.625, baseline: 4707.9638671875, advantage: 3482.6611328125, penalty: 3781.25, minibatch_loss: -305.74261474609375
batch: 700, network_service[batch 0]: [6 1 1 3 4 8 8 4 5 7 4 1 2 7 5 7], placement[batch 0]: [0. 0. 0. 2. 2. 2. 2. 2. 1. 1. 1. 1. 3. 3. 3. 3.], reward: 4432.03125, lagrangian: 8588.28125, baseline: 4778.36181640625, advantage: 3809.91943359375, penalty: 4156.25, minibatch_loss: -367.9151306152344
batch: 800, network_service[batch 0]: [3 2 3 4 4 8 7 2 8 2 3 8 1 3 1 1], placement[batch 0]: [0. 0. 0. 0. 2. 2. 2. 2. 2. 2. 1. 1. 1. 3. 3. 3.], reward: 4413.28125, lagrangian: 8139.84375, baseline: 4894.49365234375, advantage: 3245.35009765625, penalty: 3726.5625, minibatch_loss: -229.7674102783203
batch: 900, network_service[batch 0]: [4 6 4 3 6 1 5 8 4 8 6 1 7 8 6 8], placement[batch 0]: [0. 0. 0. 0. 2. 2. 2. 2. 1. 1. 1. 1. 1. 3. 3. 3.], reward: 4424.21875, lagrangian: 8111.71875, baseline: 5005.94921875, advantage: 3105.76953125, penalty: 3687.5, minibatch_loss: -340.01446533203125
batch: 1000, network_service[batch 0]: [2 8 7 5 1 1 4 6 7 3 6 4 4 8 6 1], placement[batch 0]: [0. 0. 0. 0. 0. 2. 2. 2. 1. 1. 1. 1. 1. 3. 3. 3.], reward: 4460.15625, lagrangian: 8616.40625, baseline: 5130.4111328125, advantage: 3485.9951171875, penalty: 4156.25, minibatch_loss: -243.85623168945312
batch: 1100, network_service[batch 0]: [8 4 3 8 4 3 2 5 7 4 4 7 7 1 4 8], placement[batch 0]: [0. 0. 0. 0. 0. 2. 2. 2. 2. 1. 1. 1. 1. 3. 3. 3.], reward: 4385.9375, lagrangian: 7901.5625, baseline: 5090.21044921875, advantage: 2811.35205078125, penalty: 3515.625, minibatch_loss: -222.84127807617188
batch: 1200, network_service[batch 0]: [6 1 1 3 2 5 1 5 3 6 2 7 4 5 8 6], placement[batch 0]: [0. 0. 0. 0. 2. 2. 2. 1. 1. 1. 1. 1. 3. 3. 3. 3.], reward: 4428.90625, lagrangian: 8225.78125, baseline: 5447.82763671875, advantage: 2777.95361328125, penalty: 3796.875, minibatch_loss: -266.324951171875
batch: 1300, network_service[batch 0]: [6 3 7 8 7 7 3 2 2 6 4 7 2 4 2 4], placement[batch 0]: [0. 0. 0. 0. 0. 0. 2. 2. 2. 1. 1. 1. 1. 1. 3. 3.], reward: 4399.21875, lagrangian: 8352.34375, baseline: 5532.9462890625, advantage: 2819.3974609375, penalty: 3953.125, minibatch_loss: -271.37274169921875
batch: 1400, network_service[batch 0]: [4 8 8 2 6 8 8 6 8 4 4 3 5 4 4 8], placement[batch 0]: [0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 1. 1. 1. 3. 3. 3.], reward: 4389.84375, lagrangian: 7835.15625, baseline: 5675.7470703125, advantage: 2159.4091796875, penalty: 3445.3125, minibatch_loss: -187.14608764648438
batch: 1500, network_service[batch 0]: [4 3 5 2 2 7 2 2 2 5 4 2 8 7 1 2], placement[batch 0]: [0. 0. 0. 0. 2. 2. 2. 2. 1. 1. 1. 1. 3. 3. 3. 3.], reward: 4382.03125, lagrangian: 7866.40625, baseline: 5801.5625, advantage: 2064.84375, penalty: 3484.375, minibatch_loss: -186.86016845703125
batch: 1600, network_service[batch 0]: [4 3 6 7 5 6 7 2 4 7 6 1 6 4 1 3], placement[batch 0]: [0. 0. 0. 0. 0. 2. 2. 2. 2. 2. 1. 1. 1. 1. 3. 3.], reward: 4389.0625, lagrangian: 7865.625, baseline: 5914.96435546875, advantage: 1950.66064453125, penalty: 3476.5625, minibatch_loss: -207.75186157226562
batch: 1700, network_service[batch 0]: [6 7 8 1 6 4 4 4 4 7 2 4 1 8 5 6], placement[batch 0]: [0. 0. 0. 0. 0. 2. 2. 2. 2. 1. 1. 1. 1. 3. 3. 3.], reward: 4371.09375, lagrangian: 7753.90625, baseline: 6082.826171875, advantage: 1671.080078125, penalty: 3382.8125, minibatch_loss: -170.86029052734375
batch: 1800, network_service[batch 0]: [8 7 6 2 4 1 1 5 2 2 6 8 6 3 1 6], placement[batch 0]: [0. 0. 0. 0. 0. 2. 2. 2. 2. 1. 1. 1. 1. 1. 3. 3.], reward: 4435.15625, lagrangian: 8317.96875, baseline: 6056.4453125, advantage: 2261.5234375, penalty: 3882.8125, minibatch_loss: -170.33572387695312
batch: 1900, network_service[batch 0]: [6 1 4 2 2 1 4 5 4 1 1 7 6 6 8 2], placement[batch 0]: [0. 0. 0. 0. 2. 2. 2. 1. 1. 1. 1. 1. 3. 3. 3. 3.], reward: 4393.75, lagrangian: 7862.5, baseline: 6413.080078125, advantage: 1449.419921875, penalty: 3468.75, minibatch_loss: -141.3561553955078
batch: 2000, network_service[batch 0]: [6 6 3 7 8 8 6 8 4 2 6 5 5 3 6 6], placement[batch 0]: [0. 0. 0. 0. 0. 2. 2. 2. 2. 2. 1. 1. 1. 1. 3. 3.], reward: 4422.65625, lagrangian: 8055.46875, baseline: 6413.1171875, advantage: 1642.3515625, penalty: 3632.8125, minibatch_loss: -127.00444030761719
batch: 2100, network_service[batch 0]: [4 4 1 5 2 7 2 5 5 6 8 1 6 3 6 3], placement[batch 0]: [0. 0. 0. 0. 2. 2. 2. 2. 2. 1. 1. 1. 1. 1. 3. 3.], reward: 4436.71875, lagrangian: 8257.03125, baseline: 6501.37255859375, advantage: 1755.65869140625, penalty: 3820.3125, minibatch_loss: -155.54165649414062
batch: 2200, network_service[batch 0]: [7 5 7 8 4 7 7 4 6 1 1 6 8 4 6 8], placement[batch 0]: [0. 0. 0. 0. 0. 0. 0. 2. 2. 1. 1. 1. 1. 3. 3. 3.], reward: 4434.375, lagrangian: 8285.9375, baseline: 6436.5693359375, advantage: 1849.3681640625, penalty: 3851.5625, minibatch_loss: -131.7484130859375
batch: 2300, network_service[batch 0]: [2 3 7 4 7 4 3 8 3 1 4 7 4 2 2 8], placement[batch 0]: [0. 0. 0. 0. 0. 2. 2. 2. 1. 1. 1. 1. 3. 3. 3. 3.], reward: 4403.90625, lagrangian: 7989.84375, baseline: 6540.6982421875, advantage: 1449.1455078125, penalty: 3585.9375, minibatch_loss: -164.60403442382812
batch: 2400, network_service[batch 0]: [6 5 7 1 1 5 5 1 4 4 7 3 6 5 8 1], placement[batch 0]: [0. 0. 0. 0. 2. 2. 2. 2. 1. 1. 1. 1. 1. 3. 3. 3.], reward: 4373.4375, lagrangian: 7646.875, baseline: 6612.0751953125, advantage: 1034.7998046875, penalty: 3273.4375, minibatch_loss: -84.26520538330078
batch: 2500, network_service[batch 0]: [2 3 6 6 1 2 2 4 1 2 5 1 1 3 3 5], placement[batch 0]: [0. 0. 0. 0. 2. 2. 2. 2. 1. 1. 1. 1. 1. 3. 3. 3.], reward: 4420.3125, lagrangian: 7959.375, baseline: 6809.84716796875, advantage: 1149.52783203125, penalty: 3539.0625, minibatch_loss: -118.83828735351562
batch: 2600, network_service[batch 0]: [7 7 2 1 2 8 1 8 1 6 2 6 1 2 2 3], placement[batch 0]: [0. 0. 0. 0. 0. 2. 2. 2. 2. 1. 1. 1. 1. 1. 3. 3.], reward: 4453.90625, lagrangian: 8539.84375, baseline: 6837.8017578125, advantage: 1702.0419921875, penalty: 4085.9375, minibatch_loss: -185.03512573242188
batch: 2700, network_service[batch 0]: [3 1 5 5 5 4 5 4 5 1 4 6 8 2 8 6], placement[batch 0]: [0. 0. 0. 0. 2. 2. 2. 2. 1. 1. 1. 1. 3. 3. 3. 3.], reward: 4410.15625, lagrangian: 7972.65625, baseline: 7079.42578125, advantage: 893.23046875, penalty: 3562.5, minibatch_loss: -71.64939880371094
batch: 2800, network_service[batch 0]: [7 7 5 2 3 7 8 1 3 1 6 1 4 1 7 8], placement[batch 0]: [0. 0. 0. 0. 0. 0. 2. 2. 2. 1. 1. 1. 3. 3. 3. 3.], reward: 4414.0625, lagrangian: 7804.6875, baseline: 6908.84765625, advantage: 895.83984375, penalty: 3390.625, minibatch_loss: -84.73089599609375
