batch: 0, network_service[batch 0]: [5 3 8 6 4 7 3 1 1 3 7 3 8 7 5 4 1 5 1 6]," placement[batch 0]: [14.  3. 12. 18. 10.  6.  1.  4. 16.  3.  9.  7.  4.  5. 15.  5.  0. 15.
 15.  3.]", reward: 7048.4375, lagrangian: 59565.625, baseline: 0.021597370505332947, advantage: 59565.603402629495, penalty: 52517.1875, minibatch_loss: -178431.375
batch: 100, network_service[batch 0]: [6 4 2 1 3 4 7 2 2 8 5 2 6 2 6 4 4 5 4 1]," placement[batch 0]: [ 2. 17. 17. 15.  0.  3.  6. 19.  4.  7. 18.  7. 14. 13. 12.  2.  7.  9.
  8.  1.]", reward: 7062.5, lagrangian: 58348.4375, baseline: 444.4135437011719, advantage: 57904.02395629883, penalty: 51285.9375, minibatch_loss: -173467.9375
batch: 200, network_service[batch 0]: [7 5 6 2 6 1 5 3 3 8 8 1 7 7 7 5 2 5 1 7]," placement[batch 0]: [16. 11. 14. 12. 19.  7.  6. 10. 16.  4. 19.  9.  9. 17. 17. 17. 10. 12.
  7. 11.]", reward: 6734.375, lagrangian: 42104.6875, baseline: 857.8486938476562, advantage: 41246.838806152344, penalty: 35370.3125, minibatch_loss: -115416.28125
batch: 300, network_service[batch 0]: [7 5 7 7 3 3 3 1 4 2 6 5 7 1 7 4 3 1 7 4]," placement[batch 0]: [ 7. 10.  3. 12. 10.  2.  9.  0. 10.  0.  0. 10.  7. 12. 10.  0. 12. 10.
 10. 10.]", reward: 5889.0625, lagrangian: 23881.25, baseline: 1111.564208984375, advantage: 22769.685791015625, penalty: 17992.1875, minibatch_loss: -43911.9609375
batch: 400, network_service[batch 0]: [3 3 6 1 5 3 8 5 4 3 8 7 8 5 4 3 8 8 2 8]," placement[batch 0]: [12. 10.  0. 10. 12.  0.  2.  2. 12.  2.  2.  0.  0. 10.  0.  0.  0.  0.
  2.  0.]", reward: 5835.9375, lagrangian: 21304.6875, baseline: 1329.05859375, advantage: 19975.62890625, penalty: 15468.75, minibatch_loss: -40697.703125
batch: 500, network_service[batch 0]: [3 5 3 3 4 5 5 8 8 6 4 6 4 7 4 8 2 6 8 2]," placement[batch 0]: [12. 10. 10. 10. 12. 12. 10.  0.  2.  6. 10.  0. 12. 11.  2.  2. 10. 12.
  2. 12.]", reward: 5853.125, lagrangian: 21745.3125, baseline: 1551.120361328125, advantage: 20194.192138671875, penalty: 15892.1875, minibatch_loss: -38926.296875
batch: 600, network_service[batch 0]: [2 4 7 1 1 2 5 4 7 7 8 4 8 3 5 7 7 8 1 8]," placement[batch 0]: [17.  0. 10. 10. 10.  3. 10.  0.  0.  0.  2. 10. 12. 12.  2.  0.  2.  0.
 12.  9.]", reward: 5723.4375, lagrangian: 20245.3125, baseline: 1783.26171875, advantage: 18462.05078125, penalty: 14521.875, minibatch_loss: -31819.4296875
batch: 700, network_service[batch 0]: [4 5 2 1 7 6 2 7 4 3 6 6 6 7 1 3 6 8 5 7]," placement[batch 0]: [10. 10.  3. 10. 11. 19.  0. 10. 12.  0.  0.  2.  0.  0.  2.  0.  2. 10.
  0.  2.]", reward: 5612.5, lagrangian: 19710.9375, baseline: 2017.3709716796875, advantage: 17693.566528320312, penalty: 14098.4375, minibatch_loss: -27464.87890625
batch: 800, network_service[batch 0]: [1 2 3 2 6 8 8 5 7 8 5 4 1 8 3 7 1 5 8 5]," placement[batch 0]: [ 1. 10. 10. 11. 10. 10. 11.  2.  0.  2. 10.  0.  2. 12.  2.  0. 12.  2.
  0.  8.]", reward: 5688.28125, lagrangian: 18763.28125, baseline: 2250.376708984375, advantage: 16512.904541015625, penalty: 13075.0, minibatch_loss: -25523.345703125
batch: 900, network_service[batch 0]: [2 5 4 8 7 3 7 4 7 3 5 5 6 1 2 2 4 1 2 7]," placement[batch 0]: [10. 10. 10.  0. 10.  0.  1.  0.  0.  0.  0.  2.  0.  2. 11.  2.  0.  2.
  2. 12.]", reward: 5722.65625, lagrangian: 17135.15625, baseline: 2480.30517578125, advantage: 14654.85107421875, penalty: 11412.5, minibatch_loss: -21920.87890625
batch: 1000, network_service[batch 0]: [1 5 4 3 4 6 4 7 4 1 6 3 7 8 3 2 1 8 7 5]," placement[batch 0]: [11. 10. 10. 10.  0.  0.  0.  0. 10.  0.  0. 11. 12. 12.  0.  0. 12. 11.
  2. 11.]", reward: 5773.4375, lagrangian: 16381.25, baseline: 2706.840087890625, advantage: 13674.409912109375, penalty: 10607.8125, minibatch_loss: -19958.9453125
batch: 1100, network_service[batch 0]: [7 6 2 7 2 2 5 4 6 3 8 7 1 6 8 1 6 7 2 6]," placement[batch 0]: [10. 10. 10. 10. 11.  0. 17.  0.  0. 11. 10. 12. 12. 11. 12.  2.  2.  2.
  2.  2.]", reward: 5696.875, lagrangian: 14840.625, baseline: 2931.038818359375, advantage: 11909.586181640625, penalty: 9143.75, minibatch_loss: -16654.0859375
batch: 1200, network_service[batch 0]: [6 5 6 5 8 2 7 8 2 1 6 4 8 3 5 8 1 7 3 5]," placement[batch 0]: [ 0. 16. 10. 11. 11. 10.  0.  0.  0.  0.  0.  0. 12. 11. 12.  2.  2.  4.
 11.  2.]", reward: 5760.9375, lagrangian: 14925.0, baseline: 3150.494873046875, advantage: 11774.505126953125, penalty: 9164.0625, minibatch_loss: -15131.2763671875
batch: 1300, network_service[batch 0]: [5 3 1 5 1 8 1 1 6 2 8 8 6 3 5 6 4 6 5 5]," placement[batch 0]: [10. 10. 10. 10. 11. 11. 11. 10.  0.  0.  0.  0.  0. 12. 11. 12.  2.  2.
  2.  2.]", reward: 5643.75, lagrangian: 13829.6875, baseline: 3363.320068359375, advantage: 10466.367431640625, penalty: 8185.9375, minibatch_loss: -11785.568359375
batch: 1400, network_service[batch 0]: [8 3 7 7 5 3 2 1 2 7 5 2 1 7 4 4 5 7 8 2]," placement[batch 0]: [10. 10. 10. 10. 11. 11. 11. 11. 11.  0.  0.  0.  0. 12. 12. 12.  4.  2.
  2.  2.]", reward: 5672.65625, lagrangian: 12988.28125, baseline: 3566.234619140625, advantage: 9422.046630859375, penalty: 7315.625, minibatch_loss: -10008.119140625
batch: 1500, network_service[batch 0]: [4 2 5 4 6 2 1 6 5 7 4 1 5 6 3 4 8 2 2 3]," placement[batch 0]: [10. 10. 10. 10.  0. 11. 11. 11. 10.  0.  0.  0.  0.  0. 12. 12.  2.  2.
  2.  2.]", reward: 5628.125, lagrangian: 13010.9375, baseline: 3765.160400390625, advantage: 9245.777099609375, penalty: 7382.8125, minibatch_loss: -8744.6689453125
