batch: 0, network_service[batch 0]: [3 8 8 5 1 5 7 7 1 6 7 6 4 3 6 5 7 6], placement[batch 0]: [5. 3. 9. 7. 5. 4. 5. 9. 0. 3. 4. 0. 4. 7. 4. 8. 7. 3.], reward: 5764.84375, lagrangian: 53367.96875, baseline: -0.0067717223428189754, advantage: 53367.97552172234, penalty: 47603.125, minibatch_loss: -122794.140625
batch: 100, network_service[batch 0]: [3 7 1 1 4 2 3 3 8 2 8 6 2 8 6 6 3 8], placement[batch 0]: [0. 1. 6. 8. 8. 0. 5. 0. 1. 7. 8. 7. 8. 8. 9. 3. 3. 4.], reward: 5770.3125, lagrangian: 53179.6875, baseline: 266.3257141113281, advantage: 52913.36178588867, penalty: 47409.375, minibatch_loss: -121698.125
batch: 200, network_service[batch 0]: [5 6 2 6 6 4 1 3 7 3 3 1 5 7 4 5 5 8], placement[batch 0]: [9. 7. 4. 8. 8. 9. 7. 8. 3. 8. 5. 9. 0. 0. 6. 2. 2. 0.], reward: 5747.65625, lagrangian: 50836.71875, baseline: 524.5018310546875, advantage: 50312.21691894531, penalty: 45089.0625, minibatch_loss: -115595.46875
batch: 300, network_service[batch 0]: [4 4 8 6 4 2 5 8 3 5 8 7 3 3 8 6 8 2], placement[batch 0]: [1. 5. 1. 9. 9. 1. 1. 9. 1. 0. 6. 9. 4. 5. 0. 4. 3. 9.], reward: 5704.6875, lagrangian: 48071.875, baseline: 778.705078125, advantage: 47293.169921875, penalty: 42367.1875, minibatch_loss: -108301.578125
batch: 400, network_service[batch 0]: [5 4 7 2 3 1 6 4 6 8 3 8 5 6 3 2 8 3], placement[batch 0]: [2. 2. 1. 5. 0. 0. 0. 5. 3. 8. 2. 2. 0. 2. 6. 0. 0. 4.], reward: 5721.875, lagrangian: 47187.5, baseline: 1026.1805419921875, advantage: 46161.31945800781, penalty: 41465.625, minibatch_loss: -105334.953125
batch: 500, network_service[batch 0]: [2 8 7 2 5 2 8 1 7 6 4 7 4 5 8 6 3 8], placement[batch 0]: [2. 3. 8. 8. 7. 8. 0. 2. 4. 6. 2. 3. 0. 0. 1. 4. 6. 2.], reward: 5614.0625, lagrangian: 42825.0, baseline: 1261.7337646484375, advantage: 41563.26623535156, penalty: 37210.9375, minibatch_loss: -92439.8671875
batch: 600, network_service[batch 0]: [6 5 1 2 8 5 5 3 8 2 5 7 5 1 1 3 5 6], placement[batch 0]: [7. 0. 0. 0. 2. 4. 6. 8. 2. 0. 2. 4. 2. 2. 2. 2. 0. 1.], reward: 5521.09375, lagrangian: 33908.59375, baseline: 1467.2872314453125, advantage: 32441.306518554688, penalty: 28387.5, minibatch_loss: -66972.65625
batch: 700, network_service[batch 0]: [3 7 5 6 6 5 3 3 5 3 4 4 7 7 4 4 2 7], placement[batch 0]: [8. 5. 2. 2. 0. 2. 2. 6. 0. 0. 0. 5. 3. 0. 0. 0. 0. 3.], reward: 5329.6875, lagrangian: 28087.5, baseline: 1636.266357421875, advantage: 26451.233642578125, penalty: 22757.8125, minibatch_loss: -48171.140625
batch: 800, network_service[batch 0]: [7 4 8 7 2 8 2 1 7 3 1 8 1 2 6 4 4 6], placement[batch 0]: [8. 1. 1. 1. 5. 2. 2. 0. 2. 0. 0. 2. 2. 2. 2. 8. 0. 2.], reward: 5188.28125, lagrangian: 25388.28125, baseline: 1788.95166015625, advantage: 23599.32958984375, penalty: 20200.0, minibatch_loss: -38848.43359375
batch: 900, network_service[batch 0]: [5 8 8 8 7 2 6 2 8 4 7 6 1 6 4 8 3 3], placement[batch 0]: [3. 5. 1. 2. 2. 2. 0. 2. 0. 0. 0. 0. 0. 1. 0. 2. 0. 2.], reward: 5092.96875, lagrangian: 23605.46875, baseline: 1938.2576904296875, advantage: 21667.211059570312, penalty: 18512.5, minibatch_loss: -32595.12890625
