batch: 0, network_service[batch 0]: [8 8 3 4 3 5 6 8 3 3 8 3 2 7 4 8 8 3 5 2]," placement[batch 0]: [19. 17.  3.  1. 18. 11.  8. 13. 15. 10.  7.  6.  9.  8.  5.  9. 10. 10.
 15.  9.]", reward: 7066.40625, lagrangian: 59592.96875, baseline: -0.04669506102800369, advantage: 59593.01544506103, penalty: 52526.5625, minibatch_loss: -178511.59375
batch: 100, network_service[batch 0]: [8 5 4 4 3 6 8 5 3 8 4 4 1 6 5 7 8 4 4 5]," placement[batch 0]: [15.  7.  9.  8. 16.  3.  8.  8.  5.  3. 10.  6.  0. 10. 11.  3. 16.  3.
  3.  7.]", reward: 7175.78125, lagrangian: 56997.65625, baseline: 293.89697265625, advantage: 56703.75927734375, penalty: 49821.875, minibatch_loss: -169893.3125
batch: 200, network_service[batch 0]: [4 2 7 8 5 4 2 1 5 6 8 4 5 6 7 6 8 6 7 1]," placement[batch 0]: [ 2.  0. 19. 11. 14.  0.  1.  2. 12.  2. 12. 18.  2. 12.  8.  0.  2.  2.
  2. 16.]", reward: 6239.84375, lagrangian: 30471.09375, baseline: 543.8228149414062, advantage: 29927.270935058594, penalty: 24231.25, minibatch_loss: -69641.3984375
batch: 300, network_service[batch 0]: [5 4 1 2 6 5 2 1 2 1 7 1 5 7 8 8 2 4 5 5]," placement[batch 0]: [12. 11. 19. 19.  0.  0.  2. 19. 12.  0.  0.  0. 12. 10.  0.  0. 12.  0.
  2.  2.]", reward: 5950.78125, lagrangian: 25905.46875, baseline: 702.3788452148438, advantage: 25203.089904785156, penalty: 19954.6875, minibatch_loss: -51463.9609375
batch: 400, network_service[batch 0]: [4 8 3 5 5 4 2 3 6 6 3 1 1 2 3 6 2 4 1 6]," placement[batch 0]: [ 3. 12.  3.  0.  7.  0.  0.  6.  0.  0.  4.  2. 10.  2.  0.  6.  2.  2.
 12.  0.]", reward: 6046.09375, lagrangian: 24128.90625, baseline: 867.093994140625, advantage: 23261.812255859375, penalty: 18082.8125, minibatch_loss: -44935.6953125
batch: 500, network_service[batch 0]: [7 1 5 8 3 8 3 2 4 7 5 6 5 8 7 1 8 2 6 3]," placement[batch 0]: [ 5. 15.  6. 12.  3. 12. 10. 12. 12. 10.  3.  0.  0.  0.  0.  3.  0. 10.
  0. 13.]", reward: 5914.84375, lagrangian: 21367.96875, baseline: 1037.8406982421875, advantage: 20330.128051757812, penalty: 15453.125, minibatch_loss: -40201.8203125
batch: 600, network_service[batch 0]: [6 7 2 4 5 5 8 7 4 4 5 7 2 3 4 6 5 4 4 7]," placement[batch 0]: [17. 10. 10. 11.  2. 10.  2.  6. 12. 10. 12.  0. 10. 12.  0.  0.  0.  2.
 10.  0.]", reward: 5793.75, lagrangian: 20590.625, baseline: 1203.669921875, advantage: 19386.955078125, penalty: 14796.875, minibatch_loss: -37644.7578125
batch: 700, network_service[batch 0]: [2 2 1 2 7 6 6 6 6 1 2 2 2 7 8 3 5 8 7 7]," placement[batch 0]: [10. 12. 10. 12.  0. 10. 10. 12. 10. 10. 10.  0.  0. 10. 10.  0.  2.  0.
  0. 10.]", reward: 5750.0, lagrangian: 19076.5625, baseline: 1374.5450439453125, advantage: 17702.017456054688, penalty: 13326.5625, minibatch_loss: -32523.47265625
batch: 800, network_service[batch 0]: [8 3 5 8 6 5 6 2 7 2 7 4 3 6 8 1 3 6 7 2]," placement[batch 0]: [12. 12. 12. 12. 12. 11. 10. 10. 12. 11. 13.  2. 12.  0.  2. 10. 10.  2.
 10. 10.]", reward: 5802.34375, lagrangian: 18902.34375, baseline: 1547.0606689453125, advantage: 17355.283081054688, penalty: 13100.0, minibatch_loss: -31144.634765625
batch: 900, network_service[batch 0]: [5 1 7 7 2 7 2 8 4 3 3 7 2 2 1 4 2 6 7 5]," placement[batch 0]: [12. 11. 12. 12. 12. 11.  4. 13. 10. 10.  0.  2.  0.  2.  2.  0. 10.  2.
 10. 10.]", reward: 5783.59375, lagrangian: 17289.84375, baseline: 1715.0665283203125, advantage: 15574.777221679688, penalty: 11506.25, minibatch_loss: -26041.783203125
batch: 1000, network_service[batch 0]: [2 4 6 7 3 4 4 4 5 1 4 8 5 6 1 5 4 8 4 4]," placement[batch 0]: [11. 12. 12.  3. 12.  8.  0. 11.  2. 10. 10. 10.  0. 10.  0. 10.  2. 10.
 10.  2.]", reward: 5758.59375, lagrangian: 16180.46875, baseline: 1880.18017578125, advantage: 14300.28857421875, penalty: 10421.875, minibatch_loss: -22217.921875
